otar_id,name,status,Decyzja,description_500,znaki,Uwagii WB,Uwagi Gosi,Uwagi Przemek
K01.30.10.TRL5HX,Zamek w Lublińcu,ok,,"Zamek w Lublińcu, wywodzący się ze średniowiecznej warowni, posiada barokowo-klasycystyczną bryłę z mansardowym dachem i charakterystycznymi ryzalitami. Po renowacji pełni funkcje hotelowe, zachowując wysoką wartość historyczną i architektoniczną.",247,hotel,,
K01.20.10.F1Z16J,Pałac Chrystiana von Haugwitza w Kłobucku,ok,,"Kłobuck otrzymał prawa miejskie najprawdopodobniej już w XIII wieku, a ich potwierdzenie nastąpiło w 1339 roku za panowania Kazimierza Wielkiego. W XV wieku miasto zostało otoczone systemem umocnień. Na jego terenie znajdowała się również zamkowa siedziba, która w XIX wieku została przekształcona w stylu neogotyckim.",318,,,
K01.30.10.K49J2K,Zamek w Białobokach,ok,,"Ruiny zamku w Białobokach to słabo zachowane, lecz intrygujące pozostałości dawnej, nowożytnej twierdzy magnackiej. Usytuowany na naturalnym wzniesieniu nad rzeką Markówką obiekt był na początku XVII wieku główną, dumną siedzibą potężnego rodu Korniaktów. Wzniesiony w latach 1601-1609 przez Konstantego Korniakta juniora zamek reprezentował nowoczesny typ fortyfikacji bastionowej.",382,,,
K01.30.10.TU671G,Zamek w Kętrzynie,ok,,"Zamek w Kętrzynie wzniesiono w XIV w. przez zakon krzyżacki jako gotycką warownię i siedzibę administracyjną. Założenie obejmowało murowane skrzydła skupione wokół dziedzińca, mury obronne oraz zabudowę gospodarczą, powiązaną z fortyfikacjami miasta. W kolejnych stuleciach zamek wielokrotnie przebudowywano. Obecnie jest odrestaurowany i mieści m.in. Muzeum im. Wojciecha Kętrzyńskiego.",387,,,
K01.30.20.GQUMW1,Dwór obronny w Miejscu,ok,,"Dwór obronny w Miejscu wzniesiono na przełomie XVI i XVII w., około 500 m od wcześniejszej średniowiecznej siedziby. W II połowie XIX w. został gruntownie przebudowany, prawdopodobnie z zachowaniem zewnętrznych murów starszej budowli, uzyskując cechy klasycystyczne i neogotyckie. Od południa otacza go Stara Stobrawa, a od zachodu i północnego zachodu fosa. Obecnie dwór jest zachowany i wpisany do rejestru zabytków.",418,,,
K01.20.10.YA6TQ3,Pałac w Naroku,ok,,"Neogotycki pałac w stylu angielsko-bizantyjskim z 1865 r. (pierwsze wzmianki o rezydencji z XVIII w.), położony w Naroku, wpisany do rejestru zabytków. Pierwsza rezydencja wzniesiona w 2. połowie XVIII w. przez hrabinę Luisę Eleonorę von Bees z domu von Skerbrnsky; w 1783 r. właścicielem major gwardii królewskiej Gottlob Albrecht von Saurma z Sadowic.",353,,,
K01.30.20.7819CM,Dwór obronny w Osieku,ok,,"Dwór w Osieku wzniesiono w XV w., a następnie przebudowywano w XVIII i XX stuleciu. Murowany z kamienia i cegły, ma plan prostokąta, dwie kondygnacje oraz dwie cylindryczne wieże w narożach elewacji zachodniej; od tej strony znajduje się także późniejsza dobudówka. Po 1945 r. obiekt nie był właściwie użytkowany i stopniowo popadał w ruinę. Obecnie pozostaje w stanie ruiny.",375,,,
K01.20.10.M4XEQY,Pałac w Stuchowie,ok,,"Pierwsze wzmianki o Stuchowie pochodzą z XIV wieku. W średniowieczu istniał tutaj zamek, którego pozostałości przetrwały aż do początku XX wieku. Obecny pałac powstał w latach 1880-1888 dla rodu von Plötzów, w stylu eklektycznym. Charakterystycznym elementem budowli jest ośmioboczna wieża zwieńczona neobarokowym hełmem oraz reprezentacyjny portyk wejściowy. Pałac jest częścią zespołu rezydencjonalnego obejmującego również park z XIX wieku.",443,,,
K01.30.10.2N7QGC,Zamek w Dąbrówce Starzeńskiej,ok,,"Zamek w Dąbrówce Starzeńskiej wzniesiono w XVI w. jako renesansową rezydencję obronną. Założenie miało plan czworoboku z dziedzińcem, skrzydłami mieszkalnymi oraz narożnymi basztami, a całość otaczały umocnienia i fosa. W kolejnych stuleciach zamek przebudowywano i powiększano. W czasie II wojny światowej został zniszczony. Obecnie zachował się w stanie ruiny, z fragmentami murów i baszt dawnego założenia.",409,,poor,zmienione
K01.30.10.8WG7YC,Zamek w Krupem,ok,,"Zamek w Krupem wzniesiono w XVI w. jako renesansową rezydencję obronną. Założenie miało regularny układ z dziedzińcem, skrzydłami mieszkalnymi, narożnymi basztami i systemem umocnień. W kolejnych stuleciach obiekt był rozbudowywany i przekształcany, a następnie stopniowo popadał w ruinę. Obecnie zachowały się fragmenty murów, baszt i zabudowy dawnego zespołu zamkowego.",371,,,
K01.20.10.4XB9Q4,Pałac w Garbowie,ok,,"Klasycystyczny pałac w Garbowie (woj. lubelskie), wzniesiony w poł. XIX w. dla rodziny Jezierskich według projektu Józefa Dietricha. Budynek na planie litery H z jońskim portykiem. Otacza go park ze stawami. Obecnie w jego wnętrzach mieści się m.in. ośrodek zdrowia i apteka.",275,,,
K01.30.10.JYUG56,Zamek Piastowski w Jaworze,ok,,"Zamek Piastowski w Jaworze powstał w XIII w. jako siedziba książąt świdnicko-jaworskich. W kolejnych stuleciach był rozbudowywany, a w XVI w. otrzymał formy renesansowe. Założenie obejmuje wieloskrzydłową zabudowę z dziedzińcem, wieżą i reliktami średniowiecznych murów. Po późniejszych przebudowach pełnił także funkcje administracyjne i więzienne. Obecnie jest zachowany, lecz wymaga dalszych prac rewaloryzacyjnych.",418,,,
K01.30.20.TD4D1Y,Dwór obronny w Brzezinach Wrocławskich,ok,,"W miejscowości Brzezina autentyczne relikty dawnej warowni rycerskiej znajdują się w sąsiedztwie znacznie bardziej widocznego, osiemnastowiecznego pałacu barokowego. Pierwotna siedziba obronna wzniesiona została w XVI wieku jako klasyczny nizinny zamek na wodzie, posadowiony na regularnej wyspie i zabezpieczony rozbudowanym systemem fos zasilanych z okolicznych cieków wodnych. Było to założenie obronno-mieszkalne o charakterze dworskim, typowe dla średniozamożnej szlachty śląskiej tego okresu.",498,,,
K01.30.20.7UE7FX,Dwór obronny w Bielanach Wrocławskich,ok,,"Dwór w Bielanach Wrocławskich wzniesiono w XVI w. jako renesansową siedzibę o cechach obronnych. Murowany obiekt miał zwartą bryłę, grube mury i pełnił funkcje mieszkalne oraz gospodarcze. W kolejnych stuleciach był przebudowywany, tracąc część pierwotnych cech stylowych. Obecnie zachował się jako zabytkowy budynek dawnego założenia dworskiego.",346,,opis poprawić,
K01.20.10.3NFHQF,Pałac w Wojanowie,ok,,"Pałac w Wojanowie wzniesiono w XVII w. jako obronną rezydencję szlachecką, a w XIX w. gruntownie przebudowano w duchu neogotyckim. Otrzymał malowniczą, symetryczną bryłę z narożnymi wieżami, krenelażem i dekoracyjnymi szczytami, otoczoną rozległym parkiem krajobrazowym. Po 1945 r. obiekt ulegał degradacji, lecz na początku XXI w. został odrestaurowany. Obecnie pełni funkcje hotelowe, konferencyjne i turystyczne.",415,,,
K01.30.20.QL1UZ5,Wieża rycerska w Rakowicach Wielkich,ok,,"Wieża obronna (zwana rycerską lub miejską), powstała na przełomie XV i XVI wieku. Wykonana z kamienia, jest to jedna z dwóch wież obronnych w Rakowicach Wielkich.",162,,,
K01.30.10.VYC8G5,Zamek w Brodnicy,ok,,"Ruiny Zamku Krzyżackiego w Brodnicy. Wznoszące się nad doliną rzeki Drwęcy ruiny zamku w Brodnicy to jedna z najważniejszych pozostałości po potędze militarnej zakonu krzyżackiego w regionie Ziemi Michałowskiej. Budowę tej potężnej, gotyckiej twierdzy rozpoczęto około 1305 roku. Przed kompletnym zniszczeniem uchronił go dekret królewski z 1842 roku, nakazujący zachowanie unikalnej wieży.",390,,,
K01.30.10.84ZHCQ,Zamek w Pokrzywnie,ok,,"Zamek w Pokrzywnie wzniesiono w XIII–XIV w. jako gotycką warownię krzyżacką i siedzibę komtura. Założenie obejmowało zamek wysoki, przedzamcze, mury obronne, wieże i zabudowę gospodarczą, dostosowane do ukształtowania terenu. W kolejnych stuleciach obiekt tracił znaczenie i ulegał stopniowej rozbiórce. Obecnie zachowały się ruiny murów, fragmenty zabudowy i relikty dawnego systemu obronnego.",394,,,
K01.30.10.9W6JTG,Zamek w Papowie Biskupim,ok,,"Zamek w Papowie Biskupim to monumentalne ruiny krzyżackiego zamku konwentualnego, wzniesionego w latach 80. XIII wieku jako siedziba komturii. Jest jednym z najstarszych regularnych zamków krzyżackich na ziemi chełmińskiej i wyróżnia się tym, że zbudowano go głównie z kamieni narzutowych, podczas gdy większość zamków zakonu wznoszono z cegły. Do dziś zachowały się imponujące mury skrzydła północnego oraz fragmenty skrzydeł wschodniego i zachodniego.",453,,,
K01.30.10.J8D2VC,Zamek Dybów,ok,,"Zamek Dybów w Toruniu wzniesiono w latach 1424–1428 z inicjatywy Władysława Jagiełły jako królewską warownię nad Wisłą, kontrolującą przeprawę i granicę z państwem krzyżackim. Założenie obejmowało czworoboczny mur obronny, dziedziniec, dom mieszkalny oraz wieżę bramną. W kolejnych stuleciach zamek był niszczony i przebudowywany. Obecnie zachował się jako zabezpieczona ruina z murami, wieżą bramną i fragmentami zabudowy.",423,,,
K01.30.10.H6QHJV,Zamek książąt mazowieckich w Czersku,ok,,"Zamek książąt mazowieckich w Czersku wzniesiono na przełomie XIV i XV w. jako gotycką warownię książęcą. Założenie miało plan zbliżony do wieloboku i obejmowało mury obronne, dziedziniec oraz trzy masywne wieże: bramną, południową i zachodnią. Po włączeniu Mazowsza do Korony zamek stopniowo tracił znaczenie i popadał w ruinę. Obecnie zachowane mury i wieże są zabezpieczone i udostępnione turystycznie.",404,,,
K01.30.10.W6A8XY,Zamek Książęcy w Oleśnicy,ok,,"Powstał w średniowieczu jako siedziba książąt oleśnickich, a w XVI w. został rozbudowany w reprezentacyjną rezydencję renesansową. Założenie obejmuje wieloskrzydłowy korpus z dziedzińcem, wieżami, krużgankami i bogatym detalem architektonicznym. W kolejnych stuleciach zamek był przebudowywany i modernizowany. Obecnie jest dobrze zachowany i pełni funkcje edukacyjne, kulturalne oraz turystyczne.",397,zmieniono nazwe,,
K01.20.10.YE8Q39,Pałac w Mrowinach,ok,,"W Mrowinach pałac powstał w miejscu wcześniejszego średniowiecznego zamku nawodnego należącego do rycerza Tyzcho von Muschow. Pierwotna siedziba była wielokrotnie przebudowywana, między innymi w XVI wieku, a obecny wygląd rezydencja uzyskała w latach 1870-1871 podczas przebudowy w stylu neorenesansowym. Obecnie nieużytkowany pałac pozostaje własnością prywatną i stopniowo niszczeje. Budowlę otacza park krajobrazowy.",419,,,
K01.30.10.5XSGYA,Zamek Leśna,ok,,"Zamek „Leśna Skała” na Szczytniku to neogotycka perełka wzniesiona w latach 1831-1838. Budowla powstała na ruinach dawnego fortu Fryderyka Wilhelma II, który zburzyły wojska Napoleona. Malowniczy obiekt nawiązuje bryłą do średniowiecznych warowni i skrywa bogatą historię. Choć obecnie w jego murach mieści się zakład wychowawczy, zamek i jego okolice wciąż zachwycają turystów.",378,,partial,juz zmienione
K01.20.10.FUCQML,Pałac w Kwietnie,ok,do wywalenia,"Pałac w Kwietnie został wzniesiony w latach 1891-1892 dla Karola Scheiblera II, przedstawiciela znanej łódzkiej rodziny przemysłowców. Rezydencję zaprojektowano w stylu neorenesansu niderlandzkiego, z charakterystycznymi wieżami, ryzalitami, bogatym detalem kamiennym i ceglanymi elewacjami. Obiekt otacza rozległy park krajobrazowy z elementami małej architektury. Po II wojnie światowej pałac pełnił różne funkcje, a obecnie znajduje się w rękach prywatnych i został poddany renowacji.",487,,,
K01.30.10.N1UR5M,Zamek w Tarnowie,ok,,Ruiny średniowiecznego zamku zlokalizowane na Górze Świętego Marcina w Tarnowie. Częściowo zachowały się fragmenty murów i umocnień.,132,,,
K01.30.10.D12D98,Zamek Opalińskich w Sierakowie,ok,,"Zamek Opalińskich w Sierakowie to częściowo odbudowana, dawna rezydencja magnacka, która malowniczo wznosi się nad brzegiem Warty w województwie wielkopolskim. Choć historia tego miejsca sięga XIV wieku, jego złoty wiek przypada na czas, gdy obiekt stał się własnością potężnego i wpływowego rodu Opalińskich. Dzisiejszy wygląd zamku to efekt gruntownej odbudowy przeprowadzonej w latach 90. XX wieku, którą zrealizowano na zachowanych, oryginalnych gotyckich piwnicach.",470,,lokalizacja,juz zmienione
K01.20.10.G647SM,Pałac Czarneckich w Golejewku,ok,,"Rozległe założenie pałacowo-parkowo-folwarczne ukształtowane na bazie późnośredniowiecznego dworu obronnego, położone w Golejewku. Pierwotnie gród Czestram (wzmiankowany w bulli papieża Innocentego II z 1136 r.), od 1486 do 1663 r. własność rodu Awdańców-Chojeńskich; w 1496 r. pierwsza wzmianka o dworze, w 1620 r.",315,,,
K01.30.10.3F2CFN,Zamek krzyżacki w Ostródzie,ok,,"Zamek krzyżacki w Ostródzie wzniesiono w XIV w. jako gotycką siedzibę komtura i ważny punkt administracyjno-obronny zakonu. Miał regularny, czworoboczny układ z dziedzińcem, skrzydłami mieszkalnymi i gospodarczymi oraz murami obronnymi. W późniejszych stuleciach był wielokrotnie przebudowywany i niszczony. Obecnie jest odrestaurowany i pełni funkcje muzealne, kulturalne oraz turystyczne.",390,,,
K01.30.10.F38YZM,Zamek w Ełku,ok,,"Wznoszące się na półwyspie (dawniej wyspie) Jeziora Ełckiego ruiny zamku w Ełku to jeden z najważniejszych i najbardziej charakterystycznych zabytków historycznych wschodnich Mazur. Ta murowana warownia została wzniesiona na przełomie XIV i XV wieku  budowę murowanego obiektu przypisuje się wielkiemu mistrzowi zakonu Ulrichowi von Jungingenowi około 1406. Obecnie zamek w Ełku, po latach zaniedbań i opuszczenia, znajduje się w rękach prywatnego inwestora.",458,,lokalizacja,juz zmienione
K01.30.10.EWTPL5,Zamek w Uniejowie,ok,,"Zamek w Uniejowie wzniesiono w XIV w. z inicjatywy arcybiskupów gnieźnieńskich jako gotycką warownię o funkcjach obronnych i rezydencjonalnych. Założenie obejmowało czworoboczny obwód murów, dziedziniec, zabudowę mieszkalną oraz wysoką wieżę. W kolejnych stuleciach zamek wielokrotnie przebudowywano, nadając mu cechy renesansowe i barokowe. Obecnie jest odrestaurowany i pełni funkcje hotelowe, konferencyjne i turystyczne.",424,,hotel,juz zmienione
K01.30.10.GJJUX1,Zamek Skarbczyk w Jarocinie,ok,,"Zamek w Jarocinie rozwinął się z XIII-wiecznej drewnianej wieży obronnej Zarembów. Na początku XV w. wzniesiono murowane fortalitium otoczone fosą, z dostępem przez most zwodzony. Później zamek wielokrotnie przebudowywano, wzmacniając mury przyporami i zmieniając wnętrza. Obecnie zachował się głównie tzw. Skarbczyk – dwukondygnacyjny budynek z przyporami, wieżyczką i sklepionymi wnętrzami, użytkowany przez Muzeum Regionalne.",428,,,
K01.30.10.YPP92H,Zamek w Łowiczu,ok,,"Zamek wybudowany przez arcybiskupów gnieźnieńskich w XIV wieku, kilkukrotnie przebudowany. Rozebrany w XIX wieku, zachowały się relikty murów oraz fosa. ",153,,lokalizacja,jest ok
K01.30.10.ZX27YA,Zamek Królewski w Piotrkowie Trybunalskim,ok,,"Zamek został wzniesiony na początku XVI wieku, a następnie zniszczony przez Szwedów w XVII wieku. Odbudowano go około 1670 roku. W 1869 roku obiekt przebudowano na kaplicę prawosławną. Zamek był rekonstruowany po I i II wojnie światowej. Do dziś zachowały się sklepienia kolebkowe w piwnicach, portale oraz zdobienia gotycko-renesansowe. Obecnie w budynku mieści się Muzeum Okręgowe.",383,,,
K01.30.10.69NP6Y,Zamek w Kostrzynie nad Odrą,ok,,"Zamek w Kostrzynie nad Odrą powstał w średniowieczu jako siedziba margrabiów brandenburskich, a w XVI w. został przebudowany w renesansową rezydencję książęcą w obrębie twierdzy bastionowej. Założenie obejmowało wieloskrzydłowy korpus z dziedzińcem i zabudową reprezentacyjną. W 1945 r. zamek został niemal całkowicie zniszczony. Obecnie zachowały się jedynie relikty fundamentów i fragmenty murów w obrębie ruin Starego Miasta.",428,,,
K01.20.10.LYJKSV,Pałac Tarnowskich w Tarnobrzegu,ok,,"Obiekt powstał w XVI wieku jako zamek otoczony systemem obronnym. Do dziś zachowały się pozostałości dawnych fortyfikacji, między innymi fragmenty murów i bastionów oraz ślady fosy. Obecny pałac wzniesiono w XIX w. jako rezydencję rodu Tarnowskich. W kolejnych latach pałac był modernizowany i adaptowany do nowych funkcji. Obecnie pozostaje zachowany i użytkowany jako obiekt zabytkowy.",387,,,
K01.20.10.VFPFUW,Pałac Krasickich w Dubiecku,ok,,"Pałac Krasickich w Dubiecku powstał z przebudowy zamku. Pierwotna warownia została wzniesiona w XVI wieku i od 1588 roku należała do rodu Krasickich. Po pożarze w XVIII wieku zamek przebudowano na barokową rezydencję, a następnie nadano mu klasycystyczny wygląd. W pałacu w 1735 roku urodził się Ignacy Krasicki  poeta, biskup warmiński i jeden z najwybitniejszych twórców polskiego oświecenia.",394,,,
K01.20.10.BJYKFE,Pałac Wodzisław-Brzezie,ok,,"Pałacyk w Brzeziu wzniesiono jako budowlę o funkcji obronnej, której nadano reprezentacyjną formę w stylu palladiańskim. Dziewięciotraktowy obiekt wyróżnia centralnie usytuowana wieża oraz charakterystyczna latarnia w dachu. Wokół zachowały się pozostałości parku z klonami i kasztanowcami oraz część dawnych zabudowań folwarcznych. Obecnie pałacyk stanowi zachowany element historycznego zespołu rezydencjonalno-gospodarczego.",427,,,
